                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                 0.9846,                0.50752,                 1.0437,                0.88033,                0.85569,                0.87042,                0.59333,                 1.0405,                0.51123,                 1.2271,               0.002971,               0.002971,               0.002971
                    144,                0.99728,                0.50891,                 1.0515,                 0.8719,                0.87719,                0.88263,                0.59886,                 1.0316,                0.51771,                 1.2105,              0.0029215,              0.0029215,              0.0029215
                    145,                0.97752,                0.49443,                 1.0346,                0.88429,                0.87599,                0.89017,                0.59593,                 1.0371,                0.49796,                 1.2213,               0.002872,               0.002872,               0.002872
                    146,                0.98618,                0.50608,                 1.0361,                 0.8899,                 0.8642,                0.88458,                0.59917,                 1.0227,                0.49349,                 1.2129,              0.0028225,              0.0028225,              0.0028225
                    147,                 0.9773,                0.50065,                 1.0393,                 0.8333,                 0.8804,                0.87824,                0.59718,                 1.0352,                0.49445,                 1.2139,               0.002773,               0.002773,               0.002773
                    148,                0.99239,                0.51033,                 1.0437,                 0.9163,                0.82223,                0.88233,                0.60172,                 1.0317,                0.50348,                 1.2053,              0.0027235,              0.0027235,              0.0027235
                    149,                0.98463,                0.50898,                 1.0419,                0.85142,                0.86427,                0.87266,                0.59931,                 1.0051,                0.51386,                 1.2002,               0.002674,               0.002674,               0.002674
                    150,                0.98711,                0.50013,                 1.0313,                0.87589,                0.85405,                0.87827,                0.60216,                 1.0178,                0.50381,                 1.1939,              0.0026245,              0.0026245,              0.0026245
                    151,                0.99187,                0.50319,                 1.0363,                0.89707,                0.87221,                0.89983,                0.60169,                 1.0453,                0.51048,                 1.2229,               0.002575,               0.002575,               0.002575
                    152,                0.97051,                0.49744,                 1.0283,                0.87563,                 0.8779,                0.89722,                0.60222,                  1.015,                0.49381,                 1.2037,              0.0025255,              0.0025255,              0.0025255
                    153,                0.99481,                0.50424,                 1.0396,                0.84798,                0.86393,                0.85727,                 0.5889,                  1.026,                0.51023,                   1.21,               0.002476,               0.002476,               0.002476
                    154,                0.96924,                0.49723,                 1.0375,                0.87493,                0.88198,                0.89966,                0.61091,                 1.0082,                0.49437,                 1.1901,              0.0024265,              0.0024265,              0.0024265
                    155,                0.97558,                0.49959,                 1.0286,                0.87954,                0.90168,                 0.9091,                0.61766,                 1.0242,                 0.4869,                 1.2005,               0.002377,               0.002377,               0.002377
                    156,                0.97204,                0.50016,                 1.0452,                0.85333,                0.89918,                0.89048,                0.60379,                 1.0212,                0.49073,                 1.2015,              0.0023275,              0.0023275,              0.0023275
                    157,                0.96391,                0.49383,                 1.0282,                0.84424,                 0.8815,                 0.8793,                0.59975,                 1.0208,                0.48978,                 1.2058,               0.002278,               0.002278,               0.002278
                    158,                0.97372,                0.49778,                 1.0279,                0.89658,                0.85392,                0.89473,                0.60385,                 1.0387,                0.49389,                 1.2131,              0.0022285,              0.0022285,              0.0022285
                    159,                0.97048,                0.50115,                 1.0396,                0.88749,                0.87046,                0.88175,                0.60337,                 1.0279,                0.49184,                 1.2016,               0.002179,               0.002179,               0.002179
                    160,                0.96685,                0.49144,                 1.0296,                0.84432,                0.86884,                0.88372,                0.60081,                  1.022,                0.48839,                 1.1988,              0.0021295,              0.0021295,              0.0021295
                    161,                0.95692,                0.48161,                 1.0269,                0.90403,                0.83666,                0.88552,                0.61127,                 1.0266,                0.49177,                 1.2081,                0.00208,                0.00208,                0.00208
                    162,                 0.9739,                0.49165,                 1.0255,                0.88072,                0.86271,                0.89907,                0.61026,                 1.0263,                0.48696,                 1.2086,              0.0020305,              0.0020305,              0.0020305
                    163,                0.96575,                0.49197,                 1.0288,                 0.8662,                0.86957,                0.87455,                0.60494,                 1.0142,                0.48915,                 1.1998,               0.001981,               0.001981,               0.001981
                    164,                0.96309,                0.49403,                 1.0253,                0.89865,                0.88413,                  0.893,                0.61562,                 1.0139,                0.49048,                 1.2005,              0.0019315,              0.0019315,              0.0019315
                    165,                0.97056,                0.49274,                 1.0269,                0.87945,                0.90063,                0.89286,                0.60997,                 1.0267,                0.50037,                 1.2065,               0.001882,               0.001882,               0.001882
                    166,                 0.9599,                0.49481,                 1.0294,                0.89703,                0.89838,                0.90092,                0.61877,                 1.0178,                  0.479,                 1.1983,              0.0018325,              0.0018325,              0.0018325
                    167,                 0.9374,                0.47923,                 1.0174,                0.91461,                0.87111,                0.90489,                0.60991,                 1.0139,                0.48439,                 1.1991,               0.001783,               0.001783,               0.001783
                    168,                 0.9759,                0.49229,                 1.0302,                0.87955,                0.86858,                0.88776,                0.60695,                 1.0345,                0.49357,                 1.2092,              0.0017335,              0.0017335,              0.0017335
                    169,                0.94504,                0.48082,                 1.0267,                0.87343,                0.87389,                0.88406,                0.60597,                 1.0437,                0.49313,                 1.2155,               0.001684,               0.001684,               0.001684
                    170,                0.94916,                0.48428,                 1.0251,                0.92168,                0.83063,                0.89668,                0.61273,                 1.0326,                0.49292,                 1.2117,              0.0016345,              0.0016345,              0.0016345
                    171,                0.96082,                0.48605,                 1.0189,                0.91287,                0.84363,                0.89245,                0.60312,                 1.0353,                0.49206,                 1.2094,               0.001585,               0.001585,               0.001585
                    172,                0.95802,                0.49213,                 1.0376,                 0.9188,                0.84051,                0.89424,                0.61223,                  1.024,                0.47957,                 1.2007,              0.0015355,              0.0015355,              0.0015355
                    173,                0.95469,                0.48266,                 1.0193,                0.88636,                0.86961,                0.88605,                0.60792,                 1.0434,                0.50219,                 1.2109,               0.001486,               0.001486,               0.001486
                    174,                0.94984,                0.48433,                 1.0342,                0.90315,                0.86955,                0.90204,                0.61226,                 1.0311,                0.48987,                 1.2018,              0.0014365,              0.0014365,              0.0014365
                    175,                0.94879,                0.47966,                 1.0248,                0.84921,                0.86808,                0.87198,                0.59988,                  1.017,                0.49047,                 1.1895,               0.001387,               0.001387,               0.001387
                    176,                0.95179,                0.48188,                 1.0205,                0.88401,                 0.8639,                0.89358,                0.60915,                 1.0328,                0.48186,                 1.2064,              0.0013375,              0.0013375,              0.0013375
                    177,                0.94793,                0.48434,                  1.022,                0.88852,                0.88957,                0.90097,                0.60101,                 1.0274,                0.48528,                 1.2123,               0.001288,               0.001288,               0.001288
                    178,                0.93018,                0.46971,                 1.0153,                0.89326,                0.86703,                 0.8963,                0.60854,                   1.03,                0.47787,                 1.2039,              0.0012385,              0.0012385,              0.0012385
                    179,                0.94618,                0.47575,                 1.0166,                0.87025,                0.86938,                0.89206,                0.60833,                 1.0191,                0.47966,                 1.2002,               0.001189,               0.001189,               0.001189
                    180,                0.92608,                0.47524,                  1.013,                0.90462,                0.87678,                0.89748,                0.60339,                 1.0175,                0.48223,                 1.2001,              0.0011395,              0.0011395,              0.0011395
                    181,                0.92607,                0.46514,                 1.0099,                0.91838,                 0.8595,                0.90066,                0.60803,                 1.0262,                0.48373,                 1.2123,                0.00109,                0.00109,                0.00109
                    182,                0.96013,                0.48242,                 1.0231,                0.89293,                0.84605,                0.87672,                0.60474,                 1.0364,                 0.4877,                  1.213,              0.0010405,              0.0010405,              0.0010405
                    183,                0.93069,                0.46469,                 1.0037,                0.89908,                0.85205,                0.88896,                0.60537,                 1.0238,                0.48853,                 1.2024,               0.000991,               0.000991,               0.000991
                    184,                0.94606,                0.47575,                 1.0138,                0.85018,                0.89924,                 0.8941,                0.60968,                 1.0199,                0.47765,                 1.1979,              0.0009415,              0.0009415,              0.0009415
                    185,                0.92681,                0.46806,                 1.0133,                0.88857,                0.84425,                0.87106,                0.60804,                 1.0347,                0.48012,                  1.218,               0.000892,               0.000892,               0.000892
                    186,                 0.9505,                0.47955,                 1.0205,                0.89329,                0.86113,                0.88973,                0.60825,                 1.0187,                0.48945,                 1.1956,              0.0008425,              0.0008425,              0.0008425
                    187,                0.93555,                0.47336,                 1.0148,                0.89283,                0.89264,                0.88723,                0.60645,                 1.0208,                0.49048,                 1.2029,               0.000793,               0.000793,               0.000793
                    188,                0.93173,                0.46876,                 1.0101,                0.92557,                0.85796,                0.89679,                0.60787,                 1.0223,                 0.4752,                 1.2034,              0.0007435,              0.0007435,              0.0007435
                    189,                0.92352,                0.47305,                 1.0068,                 0.8796,                0.87147,                0.88837,                0.61283,                 1.0284,                0.47283,                 1.2106,               0.000694,               0.000694,               0.000694
                    190,                 0.9265,                0.46906,                 1.0053,                0.88727,                0.88345,                0.89406,                0.60731,                 1.0273,                0.47424,                 1.2125,              0.0006445,              0.0006445,              0.0006445
                    191,                0.90575,                0.44249,                 1.0174,                0.84967,                0.92335,                0.90306,                0.60779,                  1.027,                0.48561,                  1.216,               0.000595,               0.000595,               0.000595
                    192,                  0.902,                0.43941,                  1.029,                0.88764,                0.85664,                0.89695,                0.61036,                 1.0299,                0.49142,                 1.2165,              0.0005455,              0.0005455,              0.0005455
                    193,                0.88583,                0.42446,                 1.0161,                0.87317,                0.86076,                0.88672,                0.60253,                 1.0295,                 0.4951,                 1.2129,               0.000496,               0.000496,               0.000496
                    194,                0.88266,                0.42728,                  1.012,                0.86141,                0.87898,                0.88789,                 0.6037,                 1.0291,                 0.4917,                 1.2205,              0.0004465,              0.0004465,              0.0004465
                    195,                0.88523,                0.42298,                 1.0135,                0.86429,                0.87019,                0.88398,                0.61104,                 1.0352,                0.48757,                 1.2194,               0.000397,               0.000397,               0.000397
                    196,                0.88237,                0.42091,                 1.0082,                0.88432,                0.87058,                0.88778,                0.60942,                 1.0316,                0.48533,                 1.2188,              0.0003475,              0.0003475,              0.0003475
                    197,                0.87234,                0.42135,                   1.01,                0.89828,                0.84183,                0.88982,                0.61659,                 1.0307,                0.47945,                 1.2198,               0.000298,               0.000298,               0.000298
                    198,                0.86993,                0.41201,                 1.0037,                0.87008,                 0.8646,                0.89074,                0.61507,                 1.0332,                0.47885,                 1.2183,              0.0002485,              0.0002485,              0.0002485
                    199,                0.86814,                0.41292,                 1.0083,                0.87764,                0.86824,                 0.8928,                0.61908,                 1.0217,                0.47802,                 1.2096,               0.000199,               0.000199,               0.000199
                    200,                0.86068,                0.41179,                0.99713,                0.90116,                0.83719,                0.88577,                0.61323,                 1.0235,                0.48036,                 1.2115,              0.0001495,              0.0001495,              0.0001495
