                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                  0.996,                0.52135,                 1.0553,                0.89618,                0.90653,                0.92466,                0.62087,                 1.0223,                0.49892,                 1.2183,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.0048,                0.52308,                 1.0445,                0.89379,                0.88909,                0.90934,                0.61377,                 1.0428,                0.49161,                 1.2294,               0.002377,               0.002377,               0.002377
                    156,                0.99903,                 0.5251,                 1.0618,                0.92042,                0.90743,                0.93511,                0.62258,                 1.0454,                0.48627,                 1.2279,              0.0023275,              0.0023275,              0.0023275
                    157,                0.99592,                0.51631,                 1.0436,                0.93977,                0.91259,                0.94033,                0.63041,                 1.0379,                 0.4868,                 1.2346,               0.002278,               0.002278,               0.002278
                    158,                 1.0058,                0.52215,                 1.0464,                0.92668,                0.88213,                0.92021,                0.61387,                 1.0416,                0.49436,                 1.2371,              0.0022285,              0.0022285,              0.0022285
                    159,                0.99408,                0.52319,                 1.0536,                0.93631,                0.91091,                0.93245,                0.62331,                 1.0435,                 0.4909,                 1.2285,               0.002179,               0.002179,               0.002179
                    160,                0.99278,                0.51573,                  1.045,                0.93412,                0.88649,                0.92642,                0.61819,                 1.0463,                0.48776,                 1.2292,              0.0021295,              0.0021295,              0.0021295
                    161,                0.98205,                0.50818,                 1.0434,                 0.9177,                0.88844,                0.91706,                0.62322,                 1.0349,                0.49172,                 1.2324,                0.00208,                0.00208,                0.00208
                    162,                 1.0036,                0.51502,                 1.0408,                0.91686,                0.91338,                0.93141,                0.63776,                 1.0244,                0.48912,                  1.219,              0.0020305,              0.0020305,              0.0020305
                    163,                0.98777,                0.51306,                 1.0432,                0.93169,                0.91217,                0.94079,                0.63537,                 1.0341,                0.49336,                 1.2287,               0.001981,               0.001981,               0.001981
                    164,                0.98886,                 0.5161,                 1.0418,                0.93228,                0.91787,                0.93159,                0.63632,                 1.0221,                0.49014,                 1.2209,              0.0019315,              0.0019315,              0.0019315
                    165,                0.99583,                0.51156,                 1.0399,                0.93311,                0.91076,                0.93298,                0.62379,                 1.0181,                0.49305,                 1.2135,               0.001882,               0.001882,               0.001882
                    166,                0.99483,                0.52117,                 1.0475,                0.91395,                0.90831,                0.92138,                0.62864,                  1.015,                0.48215,                 1.2177,              0.0018325,              0.0018325,              0.0018325
                    167,                0.96073,                0.50406,                 1.0333,                0.92751,                0.92055,                 0.9458,                0.63441,                 1.0202,                0.47809,                 1.2152,               0.001783,               0.001783,               0.001783
                    168,                 1.0061,                0.51746,                 1.0475,                0.93887,                0.89836,                0.93334,                0.62991,                 1.0334,                0.49202,                 1.2188,              0.0017335,              0.0017335,              0.0017335
                    169,                0.96105,                0.50261,                 1.0375,                0.91941,                0.89745,                0.92871,                0.62728,                 1.0444,                0.48817,                 1.2429,               0.001684,               0.001684,               0.001684
                    170,                0.97457,                 0.5098,                 1.0406,                0.93848,                0.90974,                0.93386,                0.61639,                 1.0447,                0.48493,                 1.2497,              0.0016345,              0.0016345,              0.0016345
                    171,                0.99222,                0.51107,                 1.0364,                0.90295,                0.92785,                0.93511,                0.62501,                 1.0382,                0.49125,                 1.2288,               0.001585,               0.001585,               0.001585
                    172,                 0.9777,                0.51643,                 1.0515,                0.89136,                0.90094,                0.91886,                 0.6307,                 1.0382,                0.47687,                 1.2248,              0.0015355,              0.0015355,              0.0015355
                    173,                 0.9845,                0.50926,                 1.0327,                0.90739,                0.92485,                0.92356,                0.62841,                 1.0288,                0.48177,                 1.2286,               0.001486,               0.001486,               0.001486
                    174,                0.97425,                0.50899,                 1.0491,                0.91221,                0.90807,                0.90128,                0.62351,                 1.0274,                0.48963,                 1.2259,              0.0014365,              0.0014365,              0.0014365
                    175,                0.98194,                0.50572,                 1.0461,                0.89679,                0.89654,                0.90476,                0.62807,                 1.0205,                0.47633,                  1.217,               0.001387,               0.001387,               0.001387
                    176,                0.98547,                0.50734,                 1.0405,                0.91279,                0.90175,                0.91988,                 0.6311,                  1.018,                0.47993,                 1.2238,              0.0013375,              0.0013375,              0.0013375
                    177,                0.97903,                0.50953,                 1.0376,                0.91957,                0.89053,                0.90442,                0.62724,                 1.0216,                0.48932,                 1.2223,               0.001288,               0.001288,               0.001288
                    178,                0.95156,                0.49073,                 1.0279,                0.92695,                0.90718,                0.93606,                0.63387,                 1.0332,                0.48434,                 1.2309,              0.0012385,              0.0012385,              0.0012385
                    179,                0.97132,                0.49948,                 1.0304,                0.94358,                0.89024,                0.93693,                0.63269,                 1.0248,                0.48016,                 1.2303,               0.001189,               0.001189,               0.001189
                    180,                0.96144,                0.50106,                 1.0342,                0.95076,                0.89146,                0.93877,                0.63508,                 1.0183,                0.48519,                 1.2216,              0.0011395,              0.0011395,              0.0011395
                    181,                0.95254,                0.48973,                 1.0265,                0.91512,                0.91611,                0.92709,                0.62415,                  1.027,                0.48725,                 1.2268,                0.00109,                0.00109,                0.00109
                    182,                0.97777,                0.50752,                 1.0349,                0.91836,                0.90091,                0.92834,                0.62852,                  1.032,                0.48994,                 1.2202,              0.0010405,              0.0010405,              0.0010405
                    183,                0.96798,                0.49205,                 1.0219,                0.93595,                0.90593,                0.94444,                0.63379,                 1.0166,                0.48649,                  1.216,               0.000991,               0.000991,               0.000991
                    184,                 0.9723,                0.50129,                 1.0277,                  0.896,                 0.8961,                0.90067,                 0.6201,                 1.0287,                0.48308,                 1.2302,              0.0009415,              0.0009415,              0.0009415
                    185,                 0.9546,                0.49556,                 1.0279,                  0.925,                0.91696,                0.93891,                 0.6247,                 1.0214,                0.48467,                  1.227,               0.000892,               0.000892,               0.000892
                    186,                0.98774,                0.50543,                 1.0386,                0.93342,                 0.8663,                0.90658,                0.62663,                 1.0182,                0.48294,                 1.2231,              0.0008425,              0.0008425,              0.0008425
                    187,                0.96898,                 0.4986,                 1.0338,                0.91353,                0.91699,                0.92559,                0.62713,                 1.0129,                0.48309,                 1.2192,               0.000793,               0.000793,               0.000793
                    188,                0.96187,                0.49483,                 1.0286,                0.93782,                0.88607,                0.92175,                0.62457,                 1.0241,                 0.4804,                 1.2323,              0.0007435,              0.0007435,              0.0007435
                    189,                0.94877,                0.49626,                 1.0192,                0.94113,                0.89321,                0.92993,                0.62904,                 1.0166,                0.48718,                 1.2212,               0.000694,               0.000694,               0.000694
                    190,                0.95507,                0.49367,                 1.0223,                0.92687,                0.89681,                0.91815,                0.62677,                 1.0285,                0.48306,                 1.2367,              0.0006445,              0.0006445,              0.0006445
                    191,                   0.93,                0.46687,                 1.0345,                0.92695,                0.89665,                0.91619,                0.61864,                 1.0235,                0.49255,                 1.2465,               0.000595,               0.000595,               0.000595
                    192,                0.93012,                0.46177,                 1.0455,                0.89873,                0.87737,                0.90175,                0.62185,                 1.0292,                0.49276,                 1.2493,              0.0005455,              0.0005455,              0.0005455
                    193,                 0.9202,                0.45042,                 1.0362,                0.89434,                0.90606,                0.91516,                0.62311,                 1.0183,                0.48825,                 1.2311,               0.000496,               0.000496,               0.000496
                    194,                0.91446,                0.44965,                 1.0305,                0.90962,                0.90804,                0.91957,                0.62543,                 1.0192,                0.49229,                 1.2389,              0.0004465,              0.0004465,              0.0004465
                    195,                0.91705,                0.44614,                 1.0343,                0.91837,                 0.9073,                0.92075,                0.63208,                  1.014,                0.48645,                 1.2294,               0.000397,               0.000397,               0.000397
                    196,                0.91299,                0.44902,                 1.0261,                0.94216,                0.90281,                0.93955,                0.64554,                 1.0098,                0.48189,                 1.2283,              0.0003475,              0.0003475,              0.0003475
                    197,                0.90164,                 0.4424,                 1.0267,                0.92822,                0.90856,                0.93788,                0.64086,                 1.0052,                0.48148,                 1.2221,               0.000298,               0.000298,               0.000298
                    198,                0.88976,                 0.4339,                 1.0188,                0.94689,                0.89436,                0.93757,                0.63993,                 1.0133,                0.48447,                 1.2308,              0.0002485,              0.0002485,              0.0002485
                    199,                0.89512,                0.43575,                 1.0255,                0.95174,                0.89296,                0.93823,                0.64423,                 1.0056,                0.48175,                 1.2264,               0.000199,               0.000199,               0.000199
                    200,                0.89036,                0.43282,                 1.0133,                0.94282,                0.89437,                0.93992,                0.64453,                0.99858,                0.47606,                 1.2215,              0.0001495,              0.0001495,              0.0001495
